location	development_rank	ir_province_rank	total_pop	weighted_pop	civilization_value	road_degree	building_levels	is_port	raw_score	mapped_target
krugli	rural_settlement	settlement	3.000	2.600	6.000	0	0.000	0	7.081	-8.000
kryptos_limen	rural_settlement	settlement	5.000	6.000	8.000	0	1.000	1	12.426	-3.000
ksabi_0	rural_settlement	settlement	2.000	1.800	3.000	0	0.000	0	5.564	-8.000
ksabi_1	rural_settlement	settlement	1.000	0.800	5.000	0	0.000	0	3.406	-8.000
kuara	city	city	15.000	19.000	33.000	2	0.000	0	20.596	2.000
kuche	town	city	32.000	48.200	25.000	0	0.000	0	23.509	8.000
kucherquduq	rural_settlement	settlement	3.000	2.400	6.000	0	0.000	0	6.784	-8.000
kuchynivka	rural_settlement	settlement	3.000	2.600	7.000	0	0.000	0	7.151	-8.000
kuduk	rural_settlement	settlement	2.000	1.600	6.000	0	0.000	0	5.389	-8.000
kueibi	rural_settlement	settlement	1.000	1.800	8.000	0	0.000	0	5.914	-8.000
kufriyat_atash	rural_settlement	settlement	4.000	5.400	11.000	0	0.000	0	10.423	-3.000
kuh_i_bolagh	rural_settlement	settlement	3.000	5.200	21.000	0	0.000	0	10.958	-3.000
kukcha	rural_settlement	settlement	2.000	1.600	7.000	0	0.000	0	5.459	-8.000
kukurra	rural_settlement	settlement	6.000	7.800	24.000	0	0.000	0	12.989	-3.000
kul	rural_settlement	settlement	4.000	4.400	21.000	0	0.000	0	10.239	-3.000
kulan	rural_settlement	settlement	6.000	8.000	16.000	0	0.000	0	12.546	-3.000
kular	rural_settlement	settlement	4.000	4.400	28.000	0	0.000	0	10.729	-3.000
kulesze	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
kumdah	rural_settlement	settlement	6.000	6.000	6.000	0	0.000	0	10.539	-3.000
kumetta	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
kumo	rural_settlement	settlement	10.000	13.400	18.000	0	0.000	0	15.130	-3.000
kumsar	rural_settlement	settlement	6.000	9.200	21.000	0	0.000	0	13.546	-3.000
kumsuat	rural_settlement	settlement	2.000	1.600	6.000	0	0.000	0	5.389	-8.000
kunegria	rural_settlement	settlement	2.000	2.600	0.000	0	0.000	0	6.661	-8.000
kuntadak	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
kupir	rural_settlement	settlement	3.000	2.400	5.000	0	0.000	0	6.714	-8.000
kupyansk	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
kura	rural_settlement	settlement	2.000	1.600	8.000	0	0.000	0	5.529	-8.000
kurah	rural_settlement	settlement	6.000	7.000	2.000	0	0.000	0	10.953	-3.000
kurchina	rural_settlement	settlement	3.000	5.000	2.000	0	0.000	0	9.457	-3.000
kurema	rural_settlement	settlement	2.000	1.800	5.000	0	0.000	0	5.704	-8.000
kurennoe	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
kurgus	rural_settlement	settlement	5.000	5.600	17.000	0	0.000	0	11.003	-3.000
kurh_u_kich	rural_settlement	settlement	5.000	5.200	19.000	0	0.000	0	10.818	-3.000
kuria	rural_settlement	settlement	4.000	7.400	22.000	0	0.000	0	12.607	-3.000
kurmut	rural_settlement	settlement	2.000	1.800	7.000	0	0.000	0	5.844	-8.000
kurnsck	rural_settlement	settlement	5.000	5.000	0.000	0	0.000	0	9.317	-3.000
kuromolinava	rural_settlement	settlement	6.000	9.800	9.000	0	0.000	0	13.004	-3.000
kursa	rural_settlement	settlement	3.000	2.400	5.000	0	0.000	0	6.714	-8.000
kursk	rural_settlement	settlement	2.000	1.600	7.000	0	0.000	0	5.459	-8.000
kuru	rural_settlement	settlement	4.000	5.400	17.000	0	0.000	0	10.843	-3.000
kurus	rural_settlement	settlement	4.000	3.400	18.000	0	0.000	0	8.964	-3.000
kusapura	rural_settlement	settlement	7.000	8.400	28.000	0	0.000	0	13.612	-3.000
kusavati	rural_settlement	settlement	14.000	22.800	26.000	0	0.000	0	18.302	-3.000
kush	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
kushke	rural_settlement	settlement	12.000	18.800	21.000	0	0.000	0	16.996	-3.000
kushtia	rural_settlement	settlement	5.000	9.200	26.000	0	0.000	0	13.896	-3.000
kusinagara	town	city	27.000	39.400	31.000	0	0.000	0	22.904	6.000
kusta	rural_settlement	settlement	2.000	3.200	6.000	0	0.000	0	7.882	-3.000
kutnah	rural_settlement	settlement	5.000	4.200	6.000	0	0.000	0	8.993	-3.000
kutny	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
kutodak	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
kutte_mar	rural_settlement	settlement	5.000	6.400	24.000	0	0.000	0	12.088	-3.000
kuvada	rural_settlement	settlement	9.000	9.600	24.000	0	0.000	0	13.956	-3.000
kuvalalapura	rural_settlement	settlement	13.000	11.800	19.000	0	0.000	0	14.587	-3.000
kuweib	rural_settlement	settlement	4.000	5.000	10.000	0	0.000	0	10.017	-3.000
kuyandy	rural_settlement	settlement	3.000	2.400	6.000	0	0.000	0	6.784	-8.000
kuyruk	rural_settlement	settlement	5.000	5.400	0.000	0	0.000	0	9.653	-3.000
kyakkam	rural_settlement	settlement	6.000	5.400	0.000	0	0.000	0	9.653	-3.000
kyangpu	rural_settlement	settlement	3.000	3.400	8.000	0	0.000	0	8.264	-3.000
kyballon	rural_settlement	settlement	6.000	8.600	26.000	0	0.000	0	13.581	-3.000
kybellion	rural_settlement	settlement	4.000	6.000	24.000	0	0.000	0	11.799	-3.000
kydonia	town	city	12.000	18.600	31.000	0	1.000	1	20.890	4.000
kyinda	rural_settlement	settlement	5.000	7.800	22.000	0	0.000	0	12.849	-3.000
kylorica	rural_settlement	settlement	3.000	3.400	2.000	0	0.000	0	7.844	-3.000
kyme	town	city	6.000	10.200	26.000	2	1.000	1	18.839	1.000
kymos	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
kynopolis	rural_settlement	settlement	11.000	16.600	31.000	0	0.000	0	17.083	-3.000
kyphanta	rural_settlement	settlement	7.000	12.200	24.000	0	0.000	0	15.097	-3.000
kypsela	rural_settlement	settlement	4.000	6.200	28.000	0	0.000	0	12.225	-3.000
kyrene	town	city	27.000	46.000	26.000	0	1.000	1	25.088	10.000
kyrenia	rural_settlement	settlement	4.000	7.000	24.000	0	1.000	1	14.241	-3.000
kyropolis	town	city	27.000	34.600	28.000	0	0.000	0	22.036	5.000
kyropolis_baktriane	town	city	12.000	18.600	24.000	0	0.000	0	18.653	1.000
kyrthanion	rural_settlement	settlement	4.000	6.800	28.000	0	0.000	0	12.641	-3.000
kyrtik	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
kyshtau	rural_settlement	settlement	2.000	1.600	6.000	0	0.000	0	5.389	-8.000
kysis	rural_settlement	settlement	4.000	3.400	28.000	0	0.000	0	9.664	-3.000
kyta	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
kythera	rural_settlement	settlement	7.000	12.200	24.000	0	0.000	0	15.097	-3.000
kythnos	rural_settlement	settlement	3.000	5.200	19.000	0	0.000	0	10.818	-3.000
kytoros	rural_settlement	settlement	7.000	10.400	18.000	0	0.000	0	13.915	-3.000
kyungchen_dzong	rural_settlement	settlement	2.000	1.600	10.000	0	0.000	0	5.669	-8.000
kyungho	rural_settlement	settlement	2.000	2.600	6.000	0	0.000	0	7.081	-8.000
kyzikos	town	city	8.000	11.600	29.000	2	1.000	1	19.661	3.000
laatamna	rural_settlement	settlement	5.000	4.200	3.000	0	0.000	0	8.783	-3.000
laattaouia	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
laba	rural_settlement	settlement	7.000	11.000	18.000	0	0.000	0	14.182	-3.000
labaeta	rural_settlement	settlement	9.000	8.800	10.000	0	0.000	0	12.568	-3.000
labaka	rural_settlement	settlement	6.000	7.000	6.000	0	0.000	0	11.233	-3.000
labisco	rural_settlement	settlement	5.000	8.200	9.000	0	0.000	0	12.170	-3.000
labitolosa	rural_settlement	settlement	5.000	5.000	8.000	0	0.000	0	9.877	-3.000
labrinum	rural_settlement	settlement	5.000	5.200	11.000	0	0.000	0	10.258	-3.000
labrys	rural_settlement	settlement	5.000	7.800	19.000	0	0.000	0	12.639	-3.000
labrys_omana	rural_settlement	settlement	4.000	3.200	7.000	0	0.000	0	7.952	-3.000
laccadives	rural_settlement	settlement	2.000	2.600	7.000	0	0.000	0	7.151	-8.000
laciacum	rural_settlement	settlement	6.000	8.200	9.000	0	0.000	0	12.170	-3.000
laciburaium	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
lacipea	rural_settlement	settlement	5.000	6.000	11.000	0	0.000	0	10.889	-3.000
lacippo	rural_settlement	settlement	5.000	6.000	17.000	0	1.000	1	13.056	-3.000
lacobardia	rural_settlement	settlement	4.000	3.400	0.000	0	0.000	0	7.704	-3.000
lacobriga	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
lacon	rural_settlement	settlement	8.000	8.400	6.000	0	0.000	0	12.072	-3.000
lactodorum	rural_settlement	settlement	3.000	3.400	8.000	0	0.000	0	8.264	-3.000
lactora	rural_settlement	settlement	8.000	10.200	11.000	0	0.000	0	13.333	-3.000
lacunis	rural_settlement	settlement	7.000	7.600	17.000	0	0.000	0	12.379	-3.000
ladakh	rural_settlement	settlement	3.000	2.800	6.000	0	0.000	0	7.362	-8.000
ladha	rural_settlement	settlement	12.000	20.200	24.000	0	0.000	0	17.561	-3.000
lafaha	rural_settlement	settlement	2.000	1.600	13.000	0	0.000	0	5.879	-8.000
laga	rural_settlement	settlement	1.000	0.800	6.000	0	0.000	0	3.476	-8.000
lagania	rural_settlement	settlement	4.000	4.400	24.000	0	0.000	0	10.449	-3.000
lagbe	rural_settlement	settlement	3.000	3.600	13.000	0	0.000	0	8.845	-3.000
lagentium	rural_settlement	settlement	3.000	3.400	6.000	0	0.000	0	8.124	-3.000
laghouat	rural_settlement	settlement	9.000	7.800	3.000	0	0.000	0	11.519	-3.000
lagni	rural_settlement	settlement	7.000	8.400	11.000	0	0.000	0	12.422	-3.000
lagodekhi	rural_settlement	settlement	2.000	2.600	16.000	0	0.000	0	7.781	-3.000
lahami	rural_settlement	settlement	3.000	4.400	28.000	0	0.000	0	10.729	-3.000
lahir	rural_settlement	settlement	5.000	6.800	31.000	0	0.000	0	12.851	-3.000
lahmar	rural_settlement	settlement	3.000	2.600	3.000	0	0.000	0	6.871	-8.000
lahunipara	rural_settlement	settlement	5.000	7.200	15.000	0	0.000	0	11.991	-3.000
lairtes	rural_settlement	settlement	5.000	7.800	24.000	0	0.000	0	12.989	-3.000
lakaine	rural_settlement	settlement	3.000	3.400	11.000	0	0.000	0	8.474	-3.000
lakhanpur	rural_settlement	settlement	6.000	5.800	26.000	0	0.000	0	11.788	-3.000
lakhimpur	rural_settlement	settlement	12.000	15.200	24.000	0	0.000	0	16.162	-3.000
lama	rural_settlement	settlement	3.000	3.400	11.000	0	0.000	0	8.474	-3.000
lamasba	rural_settlement	settlement	5.000	5.800	19.000	0	0.000	0	11.298	-3.000
lambafundi	rural_settlement	settlement	3.000	5.200	3.000	0	0.000	0	9.698	-3.000
lambdia	rural_settlement	settlement	4.000	4.400	9.000	0	0.000	0	9.399	-3.000
lambrum	rural_settlement	settlement	8.000	11.000	13.000	0	0.000	0	13.832	-3.000
lamecum	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
lamia	city	city	19.000	34.000	33.000	0	1.000	1	24.045	8.000
laminium	rural_settlement	settlement	8.000	9.200	10.000	0	0.000	0	12.776	-3.000
lamnum	rural_settlement	settlement	4.000	4.200	11.000	0	0.000	0	9.343	-3.000
lamounia	rural_settlement	settlement	4.000	5.400	24.000	0	0.000	0	11.333	-3.000
lampas	rural_settlement	settlement	6.000	7.200	18.000	0	0.000	0	12.201	-3.000
lampi	rural_settlement	settlement	4.000	3.200	5.000	0	0.000	0	7.812	-3.000
lampsakos	town	city	7.000	11.000	25.000	2	1.000	1	19.128	2.000
lamrija	rural_settlement	settlement	3.000	2.600	3.000	0	0.000	0	6.871	-8.000
lancia	rural_settlement	settlement	10.000	12.600	11.000	0	0.000	0	14.342	-3.000
landia	rural_settlement	settlement	4.000	5.800	0.000	0	0.000	0	9.968	-3.000
langarkanan	rural_settlement	settlement	4.000	6.000	19.000	0	0.000	0	11.449	-3.000
langobardia	rural_settlement	settlement	4.000	5.400	3.000	0	0.000	0	9.863	-3.000
langobriga	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
lanyar	rural_settlement	settlement	1.000	0.800	6.000	0	0.000	0	3.476	-8.000
lapas	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
lappa	rural_settlement	settlement	8.000	12.800	24.000	0	0.000	0	15.328	-3.000
lapra	rural_settlement	settlement	5.000	5.200	3.000	0	0.000	0	9.698	-3.000
lapurdum	rural_settlement	settlement	7.000	9.200	11.000	0	0.000	0	12.846	-3.000
laranda	rural_settlement	settlement	4.000	6.000	15.000	0	0.000	0	11.169	-3.000
larbaa_magnoun	rural_settlement	settlement	3.000	2.600	3.000	0	0.000	0	6.871	-8.000
lares	rural_settlement	settlement	8.000	11.000	19.000	0	0.000	0	14.252	-3.000
larga	rural_settlement	settlement	7.000	6.800	9.000	0	0.000	0	11.311	-3.000
largis	rural_settlement	settlement	4.000	3.600	15.000	0	0.000	0	8.985	-3.000
larisa_ionias	rural_settlement	settlement	4.000	6.000	26.000	0	0.000	0	11.939	-3.000
larissa_0	city	city	18.000	25.400	37.000	0	0.000	0	21.111	3.000
larissa_1	rural_settlement	settlement	3.000	4.600	24.000	2	0.000	0	11.847	-3.000
larsa	town	city	12.000	19.800	27.000	0	0.000	0	19.172	2.000
lashang	rural_settlement	settlement	6.000	7.800	6.000	0	0.000	0	11.729	-3.000
lashio	rural_settlement	settlement	7.000	6.000	9.000	0	0.000	0	10.749	-3.000
lashom	rural_settlement	settlement	3.000	3.400	31.000	0	0.000	0	9.874	-3.000
lassira	rural_settlement	settlement	7.000	6.600	11.000	0	0.000	0	11.316	-3.000
lateremum	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
latobicorum	rural_settlement	settlement	10.000	14.600	6.000	0	0.000	0	14.706	-3.000
latopolis	city	city	8.000	10.600	36.000	0	0.000	0	16.765	-3.000
lattalura	rural_settlement	settlement	7.000	12.000	11.000	0	0.000	0	14.108	-3.000
laudicum	rural_settlement	settlement	2.000	1.800	3.000	0	0.000	0	5.564	-8.000
laugaricio	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
laumellum	rural_settlement	settlement	3.000	3.600	13.000	0	0.000	0	8.845	-3.000
laupas	rural_settlement	settlement	8.000	11.000	10.000	0	0.000	0	13.622	-3.000
lauriacum	rural_settlement	settlement	6.000	7.000	9.000	0	0.000	0	11.443	-3.000
lauro	rural_settlement	settlement	9.000	10.200	19.000	0	0.000	0	13.893	-3.000
lauro_iberias	rural_settlement	settlement	5.000	5.000	10.000	0	0.000	0	10.017	-3.000
laus	rural_settlement	settlement	9.000	13.000	9.000	0	0.000	0	14.353	-3.000
laus_insubrum	rural_settlement	settlement	7.000	9.600	9.000	0	0.000	0	12.906	-3.000
lausonna	rural_settlement	settlement	9.000	11.600	9.000	0	0.000	0	13.805	-3.000
lautumiae	rural_settlement	settlement	4.000	4.200	9.000	0	0.000	0	9.203	-3.000
lavatrae	rural_settlement	settlement	6.000	6.200	6.000	0	0.000	0	10.685	-3.000
lavinium	city	city	9.000	15.000	37.000	0	0.000	0	18.507	0.000
lawami	rural_settlement	settlement	6.000	5.600	31.000	0	0.000	0	11.983	-3.000
layla	rural_settlement	settlement	5.000	4.200	8.000	0	0.000	0	9.133	-3.000
lebap	rural_settlement	settlement	3.000	2.600	21.000	0	0.000	0	8.131	-3.000
lebedia	rural_settlement	settlement	9.000	11.200	18.000	0	0.000	0	14.267	-3.000
lebr	rural_settlement	settlement	2.000	1.600	10.000	0	0.000	0	5.669	-8.000
lechta	rural_settlement	settlement	4.000	3.200	7.000	0	0.000	0	7.952	-3.000
lecksair	rural_settlement	settlement	3.000	2.600	10.000	0	0.000	0	7.361	-8.000
lecrotiana	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
lederata	rural_settlement	settlement	3.000	4.400	0.000	0	0.000	0	8.769	-3.000
leemi	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
leges_maiores	rural_settlement	settlement	5.000	5.800	3.000	0	0.000	0	10.178	-3.000
legio_gemina	rural_settlement	settlement	7.000	6.600	9.000	0	0.000	0	11.176	-3.000
legna	rural_settlement	settlement	3.000	3.600	18.000	0	0.000	0	9.195	-3.000
leh	rural_settlement	settlement	4.000	4.400	6.000	0	0.000	0	9.189	-3.000
lek	rural_settlement	settlement	3.000	2.400	0.000	0	0.000	0	6.364	-8.000
lemellia	rural_settlement	settlement	2.000	1.800	19.000	0	0.000	0	6.684	-8.000
lemeshevichi	rural_settlement	settlement	11.000	14.400	7.000	0	1.000	1	16.456	-3.000
lemnis	rural_settlement	settlement	6.000	7.600	9.000	0	0.000	0	11.819	-3.000
lemnos	town	city	12.000	20.200	24.000	0	1.000	1	20.808	4.000
lemovia	rural_settlement	settlement	2.000	1.600	1.000	0	0.000	0	5.039	-8.000
lemoviana	rural_settlement	settlement	2.000	1.600	3.000	0	0.000	0	5.179	-8.000
lentulis	rural_settlement	settlement	4.000	4.400	9.000	0	0.000	0	9.399	-3.000
leonitia	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
leontini	rural_settlement	settlement	7.000	11.200	24.000	0	0.000	0	14.687	-3.000
leonton_polis	rural_settlement	settlement	5.000	10.000	33.000	2	1.000	1	17.735	-3.000
leontopolis	city	city	17.000	33.200	38.000	0	0.000	0	22.528	6.000
lepiel	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
lepreon	town	city	12.000	24.400	29.000	0	0.000	0	20.351	3.000
leprosum	rural_settlement	settlement	6.000	7.400	11.000	0	0.000	0	11.837	-3.000
leptidava	rural_settlement	settlement	3.000	2.400	5.000	0	0.000	0	6.714	-8.000
leptis_magna	rural_settlement	settlement	7.000	12.800	26.000	0	0.000	0	15.468	-3.000
leptis_minor	city	city	14.000	27.200	33.000	0	0.000	0	21.174	3.000
lepton	rural_settlement	settlement	5.000	5.400	3.000	0	0.000	0	9.863	-3.000
leros	rural_settlement	settlement	9.000	15.600	24.000	0	0.000	0	16.289	-3.000
lesa	rural_settlement	settlement	8.000	11.600	11.000	0	0.000	0	13.945	-3.000
lesbia	rural_settlement	settlement	6.000	7.200	9.000	0	0.000	0	11.571	-3.000
lesos	rural_settlement	settlement	5.000	5.000	8.000	0	0.000	0	9.877	-3.000
letocetum	rural_settlement	settlement	3.000	3.400	10.000	0	0.000	0	8.404	-3.000
letopolis	rural_settlement	settlement	13.000	15.200	33.000	0	0.000	0	16.792	-3.000
leucara	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
leucaristus	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
leucia	rural_settlement	settlement	6.000	6.000	9.000	0	0.000	0	10.749	-3.000
leucomagus	rural_settlement	settlement	6.000	7.600	13.000	0	0.000	0	12.099	-3.000
leukas	town	city	11.000	20.600	24.000	0	1.000	1	20.906	4.000
leuke_akte	town	city	7.000	14.800	29.000	0	1.000	1	19.630	3.000
leuke_akte_kyrenaike	rural_settlement	settlement	3.000	6.600	28.000	0	0.000	0	12.506	-3.000
leuke_kome	rural_settlement	settlement	4.000	5.400	17.000	0	0.000	0	10.843	-3.000
leukothea	rural_settlement	settlement	3.000	3.600	18.000	0	0.000	0	9.195	-3.000
leuktron	rural_settlement	settlement	4.000	6.800	22.000	0	0.000	0	12.221	-3.000
leulu	rural_settlement	settlement	3.000	2.400	5.000	0	0.000	0	6.714	-8.000
leuphana	rural_settlement	settlement	5.000	5.800	5.000	0	0.000	0	10.318	-3.000
leusaba	rural_settlement	settlement	5.000	5.200	8.000	0	0.000	0	10.048	-3.000
leusinium	rural_settlement	settlement	6.000	7.000	6.000	0	0.000	0	11.233	-3.000
levedi	rural_settlement	settlement	3.000	2.400	5.000	0	0.000	0	6.714	-8.000
levobrinta	rural_settlement	settlement	6.000	7.400	8.000	0	0.000	0	11.627	-3.000
lexoviorum	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
lhasa	town	city	26.000	40.000	13.000	0	0.000	0	21.721	5.000
lhayul	rural_settlement	settlement	2.000	1.600	8.000	0	0.000	0	5.529	-8.000
lhodrak	rural_settlement	settlement	2.000	2.600	6.000	0	0.000	0	7.081	-8.000
libarna	rural_settlement	settlement	9.000	13.400	8.000	0	0.000	0	14.430	-3.000
libida	rural_settlement	settlement	3.000	3.600	24.000	0	0.000	0	9.615	-3.000
libisonis	rural_settlement	settlement	4.000	4.600	28.000	0	0.000	0	10.918	-3.000
libisosa	rural_settlement	settlement	4.000	4.200	11.000	0	0.000	0	9.343	-3.000
libyssa	rural_settlement	settlement	5.000	7.800	26.000	2	0.000	0	14.337	-3.000
lilybaeum	rural_settlement	settlement	10.000	18.200	30.000	0	1.000	1	19.213	-3.000
liman	rural_settlement	settlement	4.000	3.800	29.000	0	0.000	0	10.187	-3.000
limia	rural_settlement	settlement	6.000	5.800	9.000	0	0.000	0	10.598	-3.000
limnaioi	rural_settlement	settlement	4.000	4.400	12.000	0	0.000	0	9.609	-3.000
limnorum	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
limonum	rural_settlement	settlement	8.000	11.800	11.000	0	0.000	0	14.027	-3.000
limusa	rural_settlement	settlement	7.000	9.800	11.000	0	0.000	0	13.144	-3.000
limyra	town	city	4.000	7.600	29.000	0	0.000	0	14.719	-4.000
lindinis	rural_settlement	settlement	3.000	3.400	11.000	0	1.000	1	10.222	-3.000
lindon	rural_settlement	settlement	2.000	1.600	8.000	0	0.000	0	5.529	-8.000
lindos	rural_settlement	settlement	12.000	20.200	24.000	0	0.000	0	17.561	-3.000
lindum	rural_settlement	settlement	3.000	3.400	10.000	0	0.000	0	8.404	-3.000
lingarajupalem	rural_settlement	settlement	13.000	18.200	9.000	0	0.000	0	15.996	-3.000
lingum	rural_settlement	settlement	3.000	2.400	3.000	0	1.000	1	8.321	-3.000
lintomagus	rural_settlement	settlement	4.000	4.400	11.000	0	0.000	0	9.539	-3.000
liparae	rural_settlement	settlement	2.000	2.600	24.000	0	0.000	0	8.341	-3.000
lishan	rural_settlement	settlement	3.000	6.000	6.000	0	0.000	0	10.539	-3.000
liska	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
lissos	rural_settlement	settlement	5.000	5.000	22.000	0	1.000	1	12.605	-3.000
litha	rural_settlement	settlement	4.000	4.200	12.000	0	1.000	1	11.161	-3.000
litta	rural_settlement	settlement	3.000	4.200	24.000	0	0.000	0	10.253	-3.000
livias	rural_settlement	settlement	4.000	7.000	25.000	0	0.000	0	12.563	-3.000
liwa	rural_settlement	settlement	4.000	3.600	7.000	0	0.000	0	8.425	-3.000
lixisis	rural_settlement	settlement	3.000	2.400	0.000	0	0.000	0	6.364	-8.000
lixus	town	city	5.000	7.000	24.000	0	0.000	0	13.993	-6.000
loacus_felicis	rural_settlement	settlement	6.000	8.600	9.000	0	0.000	0	12.391	-3.000
